,train_loss,train_acc
0,0.6547088844979063,0.5970744680851063
1,0.5100696787555167,0.7491688829787234
2,0.44590861175922636,0.7933843085106383
3,0.35961097891026356,0.8453014184397163
4,0.24840092563882787,0.8997672872340425
5,0.17418042804173967,0.9336768617021277
6,0.15315250103223196,0.9458665780141844
7,0.15044940718786515,0.9491910460992907
8,0.18879510442468714,0.933843085106383
9,0.18316459984696926,0.9335660460992907
10,0.13550846843405606,0.9518506205673758
11,0.12599237671399371,0.9560616134751774
12,0.10415011386763542,0.9656471631205673
13,0.12224411748428927,0.9587765957446809
14,0.09704065138592999,0.9678080673758864
15,0.10290483616173585,0.964982269503546
16,0.09992259249408195,0.964206560283688
17,0.09834141228744324,0.9657025709219859
18,0.09179332870197424,0.9681959219858156
19,0.0813089854757678,0.9740691489361702
20,0.08461636661036694,0.9715203900709221
21,0.08533311550049706,0.9729609929078014
22,0.07730876000974565,0.9745124113475178
23,0.0779949552775856,0.9732380319148937
24,0.07277575881279846,0.9771165780141844
25,0.0746521250879828,0.9750664893617021
26,0.06348366337887784,0.9801085992907801
27,0.0692410441511806,0.9764516843971631
28,0.059741934976897185,0.9800531914893617
29,0.06448124548261787,0.977947695035461
30,0.07536407416448632,0.9761746453900709
31,0.06140597469787648,0.9781139184397163
32,0.05233598864597685,0.9831006205673758
33,0.057647671307773984,0.9818262411347518
34,0.05303179754558554,0.9818816489361702
35,0.04690015578563226,0.9852061170212766
36,0.0528764048185041,0.9833776595744681
37,0.05370557408760044,0.983488475177305
38,0.05408143585527989,0.9818262411347518
39,0.05141085131153306,0.9835438829787234
40,0.053961149387140854,0.981216755319149
41,0.04470684700595968,0.9857047872340425
42,0.05820595713064788,0.9819924645390071
43,0.04211050778023027,0.9870345744680851
44,0.0540981118374088,0.9814937943262412
45,0.043230654614819015,0.9872007978723404
46,0.04790619932030862,0.9839871453900709
47,0.04115804274903333,0.9843195921985816
48,0.05292324893216186,0.9841533687943262
49,0.05793152663713083,0.9804410460992907
50,0.042471308759017355,0.9863142730496455
51,0.035723974393244755,0.9883089539007093
52,0.03786664286026473,0.9879765070921986
53,0.04452677535145801,0.9865359042553191
54,0.03137029810967122,0.9895279255319149
55,0.04700674876283379,0.9822140957446809
56,0.03460893985825254,0.989029255319149
57,0.03842254066493045,0.9858710106382979
58,0.03332882351242006,0.9889738475177305
59,0.04084670078133213,0.9855385638297872
60,0.04328089174715445,0.9855385638297872
61,0.03174319713217939,0.9899711879432624
62,0.03958497873254794,0.9886968085106383
63,0.04168546127967854,0.985760195035461
64,0.0430023912959633,0.9853723404255319
65,0.03868389498823857,0.9870345744680851
66,0.04072511434168654,0.9866467198581561
67,0.03771350642250098,0.9870345744680851
68,0.03549903110932916,0.9889738475177305
69,0.03917206885996572,0.987644060283688
70,0.03105478904561754,0.9886968085106383
71,0.04346105924614289,0.9858710106382979
72,0.03785250788093842,0.9870345744680851
73,0.034664520622290515,0.9892508865248226
74,0.029394811984062432,0.9896941489361702
75,0.039857585394279436,0.9873116134751774
76,0.03598416173592844,0.9871453900709221
77,0.04071469709680891,0.988142730496454
78,0.024447255989566367,0.9916334219858156
79,0.03799633324849717,0.9878102836879433
80,0.03452658584648545,0.988031914893617
81,0.029801943978453253,0.9898603723404256
82,0.03327159935786845,0.9883643617021277
83,0.02185873549921993,0.9929078014184397
84,0.03149920798456693,0.9906360815602837
85,0.028113453728555542,0.9905252659574468
86,0.02274023409452329,0.9927415780141844
87,0.03502406854742266,0.988142730496454
88,0.02734959184097998,0.991688829787234
89,0.025528326481357812,0.9914671985815603
90,0.03214283665627281,0.9891954787234043
91,0.03659900046013137,0.9868683510638298
92,0.023694797982511288,0.9931848404255319
93,0.025459209845297315,0.9908577127659575
94,0.027150104554900106,0.9913563829787234
95,0.0231250113147519,0.9927969858156029
96,0.024374554804068038,0.9926307624113476
97,0.022391437594976988,0.992686170212766
98,0.03775894705595032,0.9883643617021277
99,0.022612795158799617,0.9930186170212766
